flightId,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,duration,days_left,price
285694,Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Chennai,26.42,9,51595
214495,Vistara,UK-975,Delhi,Early_Morning,one,Night,Bangalore,15.17,32,54777
226834,Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,8.92,20,39847
294232,Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,16.17,17,60260
206714,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,2.33,2,40296
253983,Vistara,UK-820,Bangalore,Evening,one,Morning,Kolkata,15.75,19,70588
297017,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,12.5,26,55377
232832,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,18.5,34,54608
228135,Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,12.75,32,41101
215334,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,13.08,42,54777
207110,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,16.5,6,35532
283659,Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,14.92,16,63579
285868,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Chennai,20.42,13,51595
285969,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,22.92,16,41314
232727,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,14.42,33,54608
282548,Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,14.33,42,38099
228805,Vistara,UK-851,Mumbai,Early_Morning,one,Afternoon,Delhi,7.17,38,53152
230151,Vistara,UK-613,Mumbai,Afternoon,two_or_more,Night,Bangalore,8.17,3,92806
259378,Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,24.58,13,43865
293856,Air_India,AI-539,Chennai,Evening,one,Late_Night,Bangalore,7.17,10,80816
241966,Air_India,AI-687,Mumbai,Afternoon,one,Night,Chennai,7.58,9,49613
259523,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Chennai,31.17,16,59106
247711,Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,5.92,38,42521
207950,Vistara,UK-727,Delhi,Night,one,Night,Mumbai,23.83,13,59033
230717,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,12.33,10,62448
260006,Vistara,UK-802,Bangalore,Evening,one,Morning,Chennai,15.08,25,60396
274052,Vistara,UK-774,Kolkata,Night,one,Evening,Chennai,23.33,34,55502
256725,Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,15.83,14,56588
233290,Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,15.08,39,62448
262935,Air_India,AI-526,Kolkata,Evening,one,Afternoon,Delhi,18.83,31,43910
215340,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,10.25,42,57017
281752,Air_India,AI-616,Hyderabad,Morning,one,Morning,Bangalore,26.75,28,38043
259565,Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,16.83,17,44280
238338,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,12.33,7,45693
241698,Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,13,5,61933
263978,Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,5.75,2,54852
298922,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,15.25,24,40593
207641,Air_India,AI-475,Delhi,Afternoon,one,Afternoon,Mumbai,24.58,11,29776
219201,Air_India,AI-504,Delhi,Night,one,Morning,Hyderabad,11.58,3,45525
228314,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,2.17,34,34460
279718,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,15.67,40,45883
275120,Air_India,AI-525,Hyderabad,Early_Morning,one,Morning,Delhi,27.25,9,47586
257529,Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,13.42,27,37985
268484,Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,22.67,21,52287
217942,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,15.92,32,67769
220487,Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,14.58,26,39321
210836,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,12.42,39,53164
247552,Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,13.08,36,42521
220190,Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,15.58,21,39377
256596,Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,14,12,56588
216092,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,24.92,5,92745
265553,Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,15.17,24,56991
244272,Vistara,UK-950,Mumbai,Night,one,Night,Chennai,22.33,40,61933
207415,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,6.5,8,79193
217687,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,9.33,28,75721
213799,Air_India,AI-762,Delhi,Night,one,Night,Bangalore,24.58,24,52522
277220,Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,11.25,49,47395
238985,Vistara,UK-877,Mumbai,Morning,zero,Afternoon,Hyderabad,1.5,16,17604
240913,Vistara,UK-996,Mumbai,Evening,one,Afternoon,Hyderabad,18.08,41,76941
243025,Vistara,UK-994,Mumbai,Morning,one,Evening,Chennai,5.92,23,61933
268580,Air_India,AI-402,Kolkata,Morning,one,Late_Night,Bangalore,13.75,22,60978
239089,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,6.08,17,53645
229911,Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,2.08,49,34460
214406,Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Bangalore,16.33,31,54777
254166,Air_India,AI-501,Bangalore,Afternoon,one,Evening,Kolkata,5.83,22,60508
298553,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,13.92,15,41064
223486,Air_India,AI-678,Delhi,Morning,one,Early_Morning,Chennai,22.33,27,45257
242991,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,10.33,23,49613
280800,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,9.25,12,38099
244130,Vistara,UK-940,Mumbai,Evening,one,Night,Chennai,24.5,38,64173
227303,Vistara,UK-827,Mumbai,Night,one,Afternoon,Delhi,16.5,24,51372
257776,Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,26.08,30,63163
286770,Air_India,AI-840,Hyderabad,Night,one,Morning,Chennai,12.08,32,51595
213075,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,16.17,15,63726
251314,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,15.08,32,54684
290182,Air_India,AI-545,Chennai,Evening,one,Afternoon,Delhi,17.17,47,38554
225496,Air_India,AI-651,Mumbai,Morning,one,Afternoon,Delhi,28.92,7,39610
286220,Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,16.25,21,58282
275602,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,5.17,18,51875
227221,Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,16,23,59021
270553,Vistara,UK-774,Kolkata,Night,one,Afternoon,Hyderabad,15.67,8,53082
266241,Air_India,AI-773,Kolkata,Evening,zero,Night,Mumbai,2.83,34,31982
211632,Air_India,AI-807,Delhi,Evening,one,Night,Mumbai,27.75,46,53164
264978,Vistara,UK-738,Kolkata,Evening,one,Morning,Mumbai,16.83,16,56991
271811,Air_India,AI-402,Kolkata,Morning,one,Night,Hyderabad,10.17,34,52063
297453,Air_India,AI-672,Chennai,Afternoon,one,Night,Kolkata,8.75,36,54481
280530,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,9.92,7,56702
231164,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,12.33,15,62448
235766,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,12.08,22,49725
273583,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Chennai,21.92,24,55087
249000,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,15.08,6,54684
280465,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Bangalore,14.83,6,44546
266101,Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,5.75,32,50271
229732,Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,25.75,47,41269
256102,Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,6,4,56476
248751,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,11.83,3,59265
295423,Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,6.25,40,60260
239381,Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,21.83,21,45693
249821,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,10.67,15,67004
265749,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,12.58,27,50271
240409,Air_India,AI-660,Mumbai,Evening,one,Night,Hyderabad,5.58,35,45693
276839,Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,12.83,42,39499
235936,Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,12.33,24,49725
223829,Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,7.08,32,57992
272208,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,14.25,42,49207
230807,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,12.33,11,62448
237909,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,13.83,48,64285
208997,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,5.33,23,41281
272141,Air_India,AI-770,Kolkata,Night,one,Night,Hyderabad,24.08,40,52063
257494,Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,14,26,56588
254014,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Kolkata,27,20,51817
220913,Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,21.5,33,51697
273911,Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,18.25,31,55502
225327,Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,5.08,5,53152
268297,Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,26.25,18,52287
241443,Vistara,UK-910,Mumbai,Evening,one,Morning,Hyderabad,15.83,49,53645
299714,Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,24.83,40,41064
229302,Vistara,UK-877,Mumbai,Morning,one,Evening,Delhi,9.17,43,41269
226974,Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,10.83,21,50957
249848,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,14,15,76681
226459,Vistara,UK-825,Mumbai,Morning,one,Night,Delhi,14.17,16,51372
274891,Air_India,AI-525,Hyderabad,Early_Morning,one,Morning,Delhi,27.25,5,47586
270697,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,19,11,52063
236976,Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,8.08,37,62045
242868,Air_India,AI-660,Mumbai,Evening,one,Evening,Chennai,25,21,49613
229376,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,3.75,44,22140
236928,Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,11.83,37,36980
282808,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,14.42,46,56702
286224,Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,26.58,21,58282
294717,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,4.83,27,43729
228270,Vistara,UK-849,Mumbai,Evening,one,Night,Delhi,6.25,33,53152
270309,Air_India,AI-402,Kolkata,Morning,one,Evening,Hyderabad,8.92,3,54840
222119,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,12.17,6,45672
288310,Vistara,UK-822,Chennai,Morning,one,Late_Night,Delhi,15.17,14,53552
215866,Vistara,UK-641,Delhi,Afternoon,one,Morning,Kolkata,19.92,2,37529
224022,Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,9.58,35,57992
241743,Vistara,UK-986,Mumbai,Night,one,Morning,Chennai,11.17,6,49613
211711,Air_India,AI-433,Delhi,Afternoon,one,Afternoon,Mumbai,27.5,47,44025
212032,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,14.92,2,69785
242966,Vistara,UK-988,Mumbai,Night,one,Night,Chennai,23.33,22,61933
255763,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,20.67,46,60508
224748,Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,7.08,46,57992
227105,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,13.67,22,53152
242248,Vistara,UK-940,Mumbai,Evening,one,Evening,Chennai,20.58,12,72125
283104,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,12.75,4,53499
273718,Air_India,AI-773,Kolkata,Evening,one,Early_Morning,Chennai,14.08,27,55087
214077,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,14,27,57017
232763,Vistara,UK-960,Mumbai,Morning,one,Night,Bangalore,10.75,33,66928
269037,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,12.25,30,52287
245219,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,13.67,7,42521
268650,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Bangalore,17.33,23,79766
262171,Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Delhi,23.25,17,53743
245123,Air_India,AI-808,Bangalore,Night,zero,Night,Delhi,2.92,6,32923
211395,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,7.33,44,53164
292240,Air_India,AI-539,Chennai,Evening,one,Afternoon,Mumbai,19.83,31,49553
281741,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,19.92,28,38099
299973,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,25.83,45,51457
256694,Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,10.17,14,37985
257535,Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,23.25,27,37985
227310,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,6.42,24,53152
259949,Vistara,UK-814,Bangalore,Night,one,Morning,Chennai,12.75,24,60396
284224,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Kolkata,9.83,27,74981
275417,Vistara,UK-830,Hyderabad,Morning,zero,Afternoon,Delhi,2.33,15,24234
274431,Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,25.5,42,55983
245053,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,12.58,5,42521
235541,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,13.08,19,57565
266711,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,5.42,40,62591
222335,Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,16.08,9,53512
244613,Vistara,UK-988,Mumbai,Night,one,Night,Chennai,23.33,45,61933
227607,Air_India,AI-657,Mumbai,Early_Morning,one,Evening,Delhi,11.58,27,42765
237152,Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,10.83,39,62045
232695,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,12.92,32,69168
296971,Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,12,25,55377
211108,Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,6.33,42,29777
227526,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,8.17,26,53152
278084,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,17,15,58315
210427,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,2.33,36,28872
214377,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,9.75,31,49177
222639,Air_India,AI-540,Delhi,Night,zero,Night,Chennai,2.92,14,27864
289036,Vistara,UK-838,Chennai,Night,zero,Night,Delhi,2.83,27,27792
299444,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,9.42,34,51345
207330,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,7.92,8,36577
216768,Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,7.08,15,65529
283919,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,23.25,22,51819
295680,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,14.25,45,44144
289302,Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,16.17,31,57920
283556,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Kolkata,22.25,14,51707
229985,Vistara,UK-771,Mumbai,Early_Morning,one,Night,Delhi,14.17,49,59021
210508,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,7.58,36,53164
246424,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,11.5,22,42521
272326,Air_India,AI-402,Kolkata,Morning,one,Evening,Hyderabad,8.92,44,52063
246323,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,15.25,20,65033
278669,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,7.17,24,59290
277904,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,14.42,12,60555
291549,Air_India,AI-672,Chennai,Afternoon,zero,Evening,Mumbai,2.17,21,23424
212670,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,2.75,11,32859
291500,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,12.75,20,49553
264663,Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,6.67,12,50271
281562,Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,11.25,25,38099
273036,Air_India,AI-787,Kolkata,Early_Morning,one,Afternoon,Chennai,8,12,40369
234129,Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Bangalore,8.83,49,55982
215660,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,5.08,46,57017
209131,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,20.42,24,50969
282766,Air_India,AI-420,Hyderabad,Afternoon,one,Afternoon,Bangalore,20.5,45,56590
227740,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,12.5,28,53152
283258,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,11.25,8,51819
246117,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,10.92,18,50361
276490,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,12,35,47586
217211,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,26.17,21,75721
293064,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,9.33,43,64113
222588,Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,27.92,13,45257
206910,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,14.17,4,41113
247201,Vistara,UK-808,Bangalore,Early_Morning,zero,Morning,Delhi,2.67,32,32923
252691,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,8.5,48,54684
214135,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,15.08,28,50297
266525,Air_India,AI-747,Kolkata,Night,one,Morning,Mumbai,9.33,38,45776
224978,Air_India,AI-883,Delhi,Night,two_or_more,Morning,Chennai,12.92,49,70323
270344,Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,14,4,52063
240796,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,18.92,40,45693
257913,Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,11.92,33,37985
252723,Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,6.17,48,67004
281993,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,14.25,32,56702
289521,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,7.25,35,53440
281093,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,21.83,17,38099
288124,Vistara,UK-828,Chennai,Early_Morning,two_or_more,Evening,Delhi,9.75,11,53285
261293,Air_India,AI-770,Kolkata,Night,zero,Night,Delhi,2.5,2,29630
262454,Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,10.75,22,53743
208109,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,16.33,15,41281
285452,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,7,4,45189
212974,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,10.58,14,54777
210109,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,2.33,33,36712
228341,Vistara,UK-877,Mumbai,Morning,one,Morning,Delhi,22.25,34,41269
207396,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,22.83,8,53164
238269,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Hyderabad,12.58,6,45693
243814,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Chennai,17.67,34,49613
228094,Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,2.08,32,30092
269516,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,13.08,37,60978
239713,Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,21.25,25,60365
247779,Air_India,AI-516,Bangalore,Early_Morning,one,Afternoon,Delhi,7.67,39,35554
260881,Vistara,UK-854,Bangalore,Evening,one,Evening,Chennai,25.5,42,44280
257244,Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,15.83,22,56588
288469,Air_India,AI-569,Chennai,Early_Morning,one,Evening,Delhi,11.92,17,45185
282777,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,10.75,46,38099
279119,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Mumbai,14.08,31,51058
287484,Vistara,UK-874,Hyderabad,Morning,one,Night,Chennai,11.75,46,79349
294510,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,4.83,23,43729
272679,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,12.5,4,55983
267198,Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,16.25,47,62591
276311,Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,12,32,39555
276894,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,10.5,43,43430
274119,Air_India,AI-770,Kolkata,Night,one,Morning,Chennai,12.42,35,55983
219509,Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,2.33,9,23944
238500,Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,24.33,9,50868
214816,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,8.92,36,54777
208883,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,26.67,22,40441
275017,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,13.42,7,54115
213714,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,7.42,23,54777
296413,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,10.17,13,54896
276576,Air_India,AI-616,Hyderabad,Morning,one,Evening,Delhi,10.92,37,39499
283639,Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,24.42,16,51819
211072,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,14.92,41,53164
225759,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,8.75,9,59021
293989,Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,22.75,13,44144
242562,Air_India,AI-809,Mumbai,Morning,one,Night,Chennai,13.58,17,49613
213867,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,20.67,25,42457
278423,Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,14.25,20,64890
297309,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,12.67,32,57057
240170,Vistara,UK-877,Mumbai,Morning,zero,Afternoon,Hyderabad,1.5,32,17604
208444,Air_India,AI-544,Delhi,Evening,one,Morning,Mumbai,16.42,18,41113
289305,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,20.42,31,57920
267725,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,15.25,9,52287
298407,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,13,11,51457
279687,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,8.58,39,72730
218648,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,2.17,43,27976
280819,Air_India,AI-698,Hyderabad,Night,one,Evening,Bangalore,20.25,12,38043
292584,Vistara,UK-838,Chennai,Night,one,Early_Morning,Mumbai,10.83,36,61873
258847,Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,16.92,47,56588
209763,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,2.17,30,34472
299060,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,22.83,26,58032
215522,Air_India,AI-542,Delhi,Morning,one,Morning,Bangalore,24.67,45,35490
264070,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,14.58,4,50271
264311,Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Mumbai,28.33,7,59254
262984,Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,2.5,32,28510
279004,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,9.75,29,60555
